Date,Power,Appliance,Household,Day_of_week,month,weekly_power,week
2012-06-30,19.451831017129628,Fridge,06,Saturday,6,12.573248266101036,26
2012-06-30,0.00020161791558600156,Lamp,06,Saturday,6,12.573248266101036,26
2012-06-30,14.929150322916671,Stereo and laptop,04,Saturday,6,43.76636882970197,26
2012-06-30,20.218495864583332,Router,06,Saturday,6,12.573248266101036,26
2012-06-30,9.172439228587962,Coffee machine,06,Saturday,6,12.573248266101036,26
2012-06-30,29.02146255092593,Entertainment,06,Saturday,6,12.573248266101036,26
2012-06-30,12.101055175578702,Fountain,05,Saturday,6,19.018522969598695,26
2012-06-30,11.580023362384258,Entertainment,05,Saturday,6,19.018522969598695,26
2012-06-30,1.0786978769675926,Tablet,04,Saturday,6,43.76636882970197,26
2012-06-30,19.82196886064814,Entertainment,04,Saturday,6,43.76636882970197,26
2012-06-30,4.555657212037037,Tablet,05,Saturday,6,19.018522969598695,26
2012-06-30,3.8906875519675923,Lamp,04,Saturday,6,43.76636882970197,26
2012-06-30,249.45340499999998,Freezer,04,Saturday,6,43.76636882970197,26
2012-06-30,5.694740407638889,Laptop,06,Saturday,6,12.573248266101036,26
2012-06-30,13.371298756944444,Microwave,05,Saturday,6,19.018522969598695,26
2012-06-30,16.280246941898152,Microwave,04,Saturday,6,43.76636882970197,26
2012-07-01,5.005119150810185,Coffee machine,06,Sunday,7,10.433275114484129,26
2012-07-01,5.159125437037038,Coffee machine,05,Sunday,7,17.862475153554893,26
2012-07-01,26.561942685185187,Entertainment,06,Sunday,7,10.433275114484129,26
2012-07-01,20.13507949884259,Router,06,Sunday,7,10.433275114484129,26
2012-07-01,8.109025934027779,Kitchen appliances,04,Sunday,7,40.45253825444155,26
2012-07-01,8.598948579976854,Laptop,06,Sunday,7,10.433275114484129,26
2012-07-01,227.98889613425928,Freezer,04,Sunday,7,40.45253825444155,26
2012-07-01,31.774283087500006,Entertainment,04,Sunday,7,40.45253825444155,26
2012-07-01,32.14240989189814,Fridge,04,Sunday,7,40.45253825444155,26
2012-07-01,12.731835886574075,Fridge,06,Sunday,7,10.433275114484129,26
2012-07-01,0.0,Lamp,06,Sunday,7,10.433275114484129,26
2012-07-01,12.016423093634259,Fountain,05,Sunday,7,17.862475153554893,26
2012-07-01,12.330529525694443,Entertainment,05,Sunday,7,17.862475153554893,26
2012-07-01,2.058413679166667,Lamp,04,Sunday,7,40.45253825444155,26
2012-07-01,54.808102378125,Fridge,05,Sunday,7,17.862475153554893,26
2012-07-01,4.50706453900463,Tablet,05,Sunday,7,17.862475153554893,26
2012-07-01,30.765801996527777,PC,05,Sunday,7,17.862475153554893,26
2012-07-01,4.776080944212964,Microwave,04,Sunday,7,40.45253825444155,26
2012-07-01,0.0,Kettle,06,Sunday,7,10.433275114484129,26
2012-07-01,5.450279104861111,Microwave,05,Sunday,7,17.862475153554893,26
2012-07-01,1.094923595949074,Tablet,04,Sunday,7,40.45253825444155,26
2012-07-01,15.676272768518523,Stereo and laptop,04,Sunday,7,40.45253825444155,26
2012-07-02,15.009874594907409,Entertainment,06,Monday,7,8.534113147420635,27
2012-07-02,5.50197886550926,Microwave,05,Monday,7,19.285830481960975,27
2012-07-02,1.0504500844009392,Tablet,04,Monday,7,42.56014576885409,27
2012-07-02,45.44921889883512,Entertainment,04,Monday,7,42.56014576885409,27
2012-07-02,7.154400594519817,Microwave,04,Monday,7,42.56014576885409,27
2012-07-02,58.61078277719908,Fridge,05,Monday,7,19.285830481960975,27
2012-07-02,3.253564356481482,Coffee machine,06,Monday,7,8.534113147420635,27
2012-07-02,20.853565764142395,Stereo and laptop,04,Monday,7,42.56014576885409,27
2012-07-02,12.133154255902777,Fountain,05,Monday,7,19.285830481960975,27
2012-07-02,4.470084659722222,Kettle,06,Monday,7,8.534113147420635,27
2012-07-02,224.19733707669238,Freezer,04,Monday,7,42.56014576885409,27
2012-07-02,30.403849703085402,Fridge,04,Monday,7,42.56014576885409,27
2012-07-02,20.126811900462968,Router,06,Monday,7,8.534113147420635,27
2012-07-02,11.129358908449072,Entertainment,05,Monday,7,19.285830481960975,27
2012-07-02,5.3805247386574075,Laptop,06,Monday,7,8.534113147420635,27
2012-07-02,9.310977130368064,Kitchen appliances,04,Monday,7,42.56014576885409,27
2012-07-02,4.456578094907407,Tablet,05,Monday,7,19.285830481960975,27
2012-07-02,37.89970107754629,PC,05,Monday,7,19.285830481960975,27
2012-07-02,2.0613668987886253,Lamp,04,Monday,7,42.56014576885409,27
2012-07-02,11.497931781712962,Fridge,06,Monday,7,8.534113147420635,27
2012-07-02,0.0,Lamp,06,Monday,7,8.534113147420635,27
2012-07-02,5.269259394212963,Coffee machine,05,Monday,7,19.285830481960975,27
2012-07-03,35.77897565289007,Entertainment,04,Tuesday,7,42.69060626400859,27
2012-07-03,1.0785537559883538,Tablet,04,Tuesday,7,42.69060626400859,27
2012-07-03,0.0,Lamp,06,Tuesday,7,8.771148664269178,27
2012-07-03,7.559606481481482e-05,Coffee machine,06,Tuesday,7,8.771148664269178,27
2012-07-03,5.271536993402778,Laptop,06,Tuesday,7,8.771148664269178,27
2012-07-03,0.44742879768518523,Kettle,06,Tuesday,7,8.771148664269178,27
2012-07-03,5.855046474498023,Lamp,04,Tuesday,7,42.69060626400859,27
2012-07-03,17.868816551636144,Stereo and laptop,04,Tuesday,7,42.69060626400859,27
2012-07-03,30.315696008449073,Microwave,05,Tuesday,7,21.479299887285055,27
2012-07-03,23.520106237268514,Entertainment,06,Tuesday,7,8.771148664269178,27
2012-07-03,20.099170974537035,Router,06,Tuesday,7,8.771148664269178,27
2012-07-03,36.877503687499996,PC,05,Tuesday,7,21.479299887285055,27
2012-07-03,12.114825178009259,Fountain,05,Tuesday,7,21.479299887285055,27
2012-07-03,4.498900168055555,Tablet,05,Tuesday,7,21.479299887285055,27
2012-07-03,221.58307983992577,Freezer,04,Tuesday,7,42.69060626400859,27
2012-07-03,4.754063745486111,Coffee machine,05,Tuesday,7,21.479299887285055,27
2012-07-03,22.110986818081646,Kitchen appliances,04,Tuesday,7,42.69060626400859,27
2012-07-03,31.461252192230507,Fridge,04,Tuesday,7,42.69060626400859,27
2012-07-03,11.777462704861108,Entertainment,05,Tuesday,7,21.479299887285055,27
2012-07-03,50.01664771863427,Fridge,05,Tuesday,7,21.479299887285055,27
2012-07-03,5.788138826818236,Microwave,04,Tuesday,7,42.69060626400859,27
2012-07-03,12.059722050925926,Fridge,06,Tuesday,7,8.771148664269178,27
2012-07-04,5.493642867824076,Microwave,04,Wednesday,7,39.602680276851856,27
2012-07-04,7.916694094675926,Kitchen appliances,04,Wednesday,7,39.602680276851856,27
2012-07-04,5.269888273842593,Laptop,06,Wednesday,7,9.464622761772487,27
2012-07-04,0.0,Lamp,06,Wednesday,7,9.464622761772487,27
2012-07-04,1.4501198680555558,Coffee machine,05,Wednesday,7,21.267154329166665,27
2012-07-04,1.1761151891203703,Tablet,04,Wednesday,7,39.602680276851856,27
2012-07-04,205.27929442592594,Freezer,04,Wednesday,7,39.602680276851856,27
2012-07-04,10.684082764699074,Entertainment,05,Wednesday,7,21.267154329166665,27
2012-07-04,28.105118604166663,PC,05,Wednesday,7,21.267154329166665,27
2012-07-04,7.559606481481482e-05,Coffee machine,06,Wednesday,7,9.464622761772487,27
2012-07-04,20.115039827546294,Router,06,Wednesday,7,9.464622761772487,27
2012-07-04,18.99384936342593,Stereo and laptop,04,Wednesday,7,39.602680276851856,27
2012-07-04,51.836424718402775,Fridge,05,Wednesday,7,21.267154329166665,27
2012-07-04,2.688018123263889,Lamp,04,Wednesday,7,39.602680276851856,27
2012-07-04,12.146306508449074,Fountain,05,Wednesday,7,21.267154329166665,27
2012-07-04,40.11056828587963,Microwave,05,Wednesday,7,21.267154329166665,27
2012-07-04,4.537459554513888,Tablet,05,Wednesday,7,21.267154329166665,27
2012-07-04,45.67996962175926,Entertainment,04,Wednesday,7,39.602680276851856,27
2012-07-04,5.0375584002314815,Kettle,06,Wednesday,7,9.464622761772487,27
2012-07-04,25.024751062500005,Entertainment,06,Wednesday,7,9.464622761772487,27
2012-07-04,29.59385852881945,Fridge,04,Wednesday,7,39.602680276851856,27
2012-07-04,10.805046172222221,Fridge,06,Wednesday,7,9.464622761772487,27
2012-07-05,13.847363279210219,Entertainment,05,Thursday,7,16.30748918004921,27
2012-07-05,4.162913953358598,Kitchen appliances,04,Thursday,7,36.708352209588334,27
2012-07-05,2.8938962317627506,Lamp,04,Thursday,7,36.708352209588334,27
2012-07-05,0.0001254741898148148,Lamp,06,Thursday,7,14.931733605456348,27
2012-07-05,8.092863154398149,Laptop,06,Thursday,7,14.931733605456348,27
2012-07-05,6.628265032638887,Kettle,06,Thursday,7,14.931733605456348,27
2012-07-05,30.90822187065498,Fridge,04,Thursday,7,36.708352209588334,27
2012-07-05,2.6607754629629626e-05,Coffee machine,06,Thursday,7,14.931733605456348,27
2012-07-05,20.10082449421296,Router,06,Thursday,7,14.931733605456348,27
2012-07-05,18.807727944151228,Stereo and laptop,04,Thursday,7,36.708352209588334,27
2012-07-05,28.110566916666663,PC,05,Thursday,7,16.30748918004921,27
2012-07-05,4.507728505208332,Tablet,05,Thursday,7,16.30748918004921,27
2012-07-05,5.491772364004628,Microwave,05,Thursday,7,16.30748918004921,27
2012-07-05,58.02726585300926,Entertainment,06,Thursday,7,14.931733605456348,27
2012-07-05,12.052658432407409,Fountain,05,Thursday,7,16.30748918004921,27
2012-07-05,9.633260633123301,Microwave,04,Thursday,7,36.708352209588334,27
2012-07-05,11.67276462199074,Fridge,06,Thursday,7,14.931733605456348,27
2012-07-05,50.14233476284722,Fridge,05,Thursday,7,16.30748918004921,27
2012-07-05,23.67984880991409,Entertainment,04,Thursday,7,36.708352209588334,27
2012-07-05,202.52774044618565,Freezer,04,Thursday,7,36.708352209588334,27
2012-07-05,0.0,Coffee machine,05,Thursday,7,16.30748918004921,27
2012-07-05,1.0532077875560928,Tablet,04,Thursday,7,36.708352209588334,27
2012-07-06,12.100632900925927,Fountain,05,Friday,7,16.327879996031747,27
2012-07-06,15.466375020473501,Microwave,04,Friday,7,40.340368201846175,27
2012-07-06,1.8544595537037036,Coffee machine,06,Friday,7,10.550494515509259,27
2012-07-06,4.6112211201388895,Kettle,06,Friday,7,10.550494515509259,27
2012-07-06,0.0001254741898148148,Lamp,06,Friday,7,10.550494515509259,27
2012-07-06,8.892760382326673,Kitchen appliances,04,Friday,7,40.340368201846175,27
2012-07-06,197.0570455509286,Freezer,04,Friday,7,40.340368201846175,27
2012-07-06,1.0220912853497273,Tablet,04,Friday,7,40.340368201846175,27
2012-07-06,28.288865015046294,Entertainment,06,Friday,7,10.550494515509259,27
2012-07-06,5.4948120726851855,Microwave,05,Friday,7,16.327879996031747,27
2012-07-06,10.604534769675924,Fridge,06,Friday,7,10.550494515509259,27
2012-07-06,6.060061690277779,Coffee machine,05,Friday,7,16.327879996031747,27
2012-07-06,10.281508819560182,Entertainment,05,Friday,7,16.327879996031747,27
2012-07-06,28.84859841782407,PC,05,Friday,7,16.327879996031747,27
2012-07-06,50.45894176338897,Entertainment,04,Friday,7,40.340368201846175,27
2012-07-06,46.92157579421296,Fridge,05,Friday,7,16.327879996031747,27
2012-07-06,4.587970276736111,Tablet,05,Friday,7,16.327879996031747,27
2012-07-06,20.155151543342345,Stereo and laptop,04,Friday,7,40.340368201846175,27
2012-07-06,2.5297825162106045,Lamp,04,Friday,7,40.340368201846175,27
2012-07-06,8.39863853460648,Laptop,06,Friday,7,10.550494515509259,27
2012-07-06,27.14079755274899,Fridge,04,Friday,7,40.340368201846175,27
2012-07-06,20.095617141203704,Router,06,Friday,7,10.550494515509259,27
2012-07-07,20.091150170138892,Router,06,Saturday,7,11.377071655986867,27
2012-07-07,4.191104558796296,Coffee machine,06,Saturday,7,11.377071655986867,27
2012-07-07,27.91653973811382,Fridge,04,Saturday,7,36.54500492014583,27
2012-07-07,0.0001013422552779753,Lamp,06,Saturday,7,11.377071655986867,27
2012-07-07,5.6102283036108735,Kitchen appliances,04,Saturday,7,36.54500492014583,27
2012-07-07,11.967926610185183,Fountain,05,Saturday,7,16.114339035102514,27
2012-07-07,4.5191294795138885,Coffee machine,05,Saturday,7,16.114339035102514,27
2012-07-07,48.36423865416666,Fridge,05,Saturday,7,16.114339035102514,27
2012-07-07,27.041377073403243,Stereo and laptop,04,Saturday,7,36.54500492014583,27
2012-07-07,10.219619517592593,Entertainment,05,Saturday,7,16.114339035102514,27
2012-07-07,4.987222222222222e-05,Kettle,06,Saturday,7,11.377071655986867,27
2012-07-07,196.9685099768656,Freezer,04,Saturday,7,36.54500492014583,27
2012-07-07,1.052087302456434,Tablet,04,Saturday,7,36.54500492014583,27
2012-07-07,14.016506163194444,Fridge,06,Saturday,7,11.377071655986867,27
2012-07-07,5.621459264236113,Laptop,06,Saturday,7,11.377071655986867,27
2012-07-07,5.447511240046297,Microwave,05,Saturday,7,16.114339035102514,27
2012-07-07,6.401502140922355,Lamp,04,Saturday,7,36.54500492014583,27
2012-07-07,35.71913022106482,Entertainment,06,Saturday,7,11.377071655986867,27
2012-07-07,21.814229194480287,Entertainment,04,Saturday,7,36.54500492014583,27
2012-07-07,4.516925708333333,Tablet,05,Saturday,7,16.114339035102514,27
2012-07-07,5.555565631314013,Microwave,04,Saturday,7,36.54500492014583,27
2012-07-07,27.76502203587963,PC,05,Saturday,7,16.114339035102514,27
2012-07-08,20.006245339287787,Stereo and laptop,04,Sunday,7,39.71337749240061,27
2012-07-08,12.841820643527052,Entertainment,05,Sunday,7,19.398629174157968,27
2012-07-08,28.956061381185297,Fridge,04,Sunday,7,39.71337749240061,27
2012-07-08,53.42096780937499,Fridge,05,Sunday,7,19.398629174157968,27
2012-07-08,5.483316350307389,Lamp,04,Sunday,7,39.71337749240061,27
2012-07-08,40.707568111111115,PC,05,Sunday,7,19.398629174157968,27
2012-07-08,9.409071122685186,Kettle,06,Sunday,7,11.314874307539684,27
2012-07-08,4.475267386689813,Tablet,05,Sunday,7,19.398629174157968,27
2012-07-08,205.34881679291024,Freezer,04,Sunday,7,39.71337749240061,27
2012-07-08,27.168464635416672,Entertainment,06,Sunday,7,11.314874307539684,27
2012-07-08,9.248263187602221,Kitchen appliances,04,Sunday,7,39.71337749240061,27
2012-07-08,0.0,Lamp,06,Sunday,7,11.314874307539684,27
2012-07-08,8.961767286942198,Microwave,04,Sunday,7,39.71337749240061,27
2012-07-08,38.66333300444269,Entertainment,04,Sunday,7,39.71337749240061,27
2012-07-08,6.815406853819446,Coffee machine,05,Sunday,7,19.398629174157968,27
2012-07-08,5.468270226157408,Microwave,05,Sunday,7,19.398629174157968,27
2012-07-08,4.665504103935185,Coffee machine,06,Sunday,7,11.314874307539684,27
2012-07-08,12.10049992314815,Fridge,06,Sunday,7,11.314874307539684,27
2012-07-08,20.17762678125,Router,06,Sunday,7,11.314874307539684,27
2012-07-08,12.061103188425927,Fountain,05,Sunday,7,19.398629174157968,27
2012-07-08,5.6829535863425935,Laptop,06,Sunday,7,11.314874307539684,27
2012-07-08,1.0392165965270448,Tablet,04,Sunday,7,39.71337749240061,27
2012-07-09,5.622566613194445,Laptop,06,Monday,7,9.468168053505291,28
2012-07-09,3.697639642657408,Lamp,04,Monday,7,42.22462549367685,28
2012-07-09,8.490851923842593,Kettle,06,Monday,7,9.468168053505291,28
2012-07-09,20.729853983548495,Stereo and laptop,04,Monday,7,42.22462549367685,28
2012-07-09,20.152972062499998,Router,06,Monday,7,9.468168053505291,28
2012-07-09,11.558573655324075,Fridge,06,Monday,7,9.468168053505291,28
2012-07-09,202.93996735214617,Freezer,04,Monday,7,42.22462549367685,28
2012-07-09,11.844083556018518,Entertainment,05,Monday,7,17.405087356167325,28
2012-07-09,12.07226150960648,Fountain,05,Monday,7,17.405087356167325,28
2012-07-09,1.0302936602700783,Tablet,04,Monday,7,42.22462549367685,28
2012-07-09,5.030821759259259e-05,Lamp,06,Monday,7,9.468168053505291,28
2012-07-09,6.964448124421297,Coffee machine,05,Monday,7,17.405087356167325,28
2012-07-09,0.0001266980324074074,Coffee machine,06,Monday,7,9.468168053505291,28
2012-07-09,4.3643596907407405,Tablet,05,Monday,7,17.405087356167325,28
2012-07-09,49.72685645694443,Fridge,05,Monday,7,17.405087356167325,28
2012-07-09,33.512388144756315,Entertainment,04,Monday,7,42.22462549367685,28
2012-07-09,5.491475807060186,Microwave,05,Monday,7,17.405087356167325,28
2012-07-09,38.167296560096936,Microwave,04,Monday,7,42.22462549367685,28
2012-07-09,31.37212634837963,PC,05,Monday,7,17.405087356167325,28
2012-07-09,20.452035113425925,Entertainment,06,Monday,7,9.468168053505291,28
2012-07-09,6.41780323464644,Kitchen appliances,04,Monday,7,42.22462549367685,28
2012-07-09,31.301761371292972,Fridge,04,Monday,7,42.22462549367685,28
2012-07-10,12.111680395486111,Fountain,05,Tuesday,7,18.16992040011574,28
2012-07-10,23.67055433217593,Entertainment,06,Tuesday,7,9.91497476306217,28
2012-07-10,9.213619309919903,Kitchen appliances,04,Tuesday,7,38.274262557791,28
2012-07-10,3.9625225668981483,Coffee machine,06,Tuesday,7,9.91497476306217,28
2012-07-10,5.61774349328704,Laptop,06,Tuesday,7,9.91497476306217,28
2012-07-10,10.786222728963706,Microwave,04,Tuesday,7,38.274262557791,28
2012-07-10,2.5450231481481483e-05,Lamp,06,Tuesday,7,9.91497476306217,28
2012-07-10,5.494614368055555,Microwave,05,Tuesday,7,18.16992040011574,28
2012-07-10,1.0788725505696346,Tablet,04,Tuesday,7,38.274262557791,28
2012-07-10,203.18629871189748,Freezer,04,Tuesday,7,38.274262557791,28
2012-07-10,3.4261571603617846,Lamp,04,Tuesday,7,38.274262557791,28
2012-07-10,3.8120632638888887,Kettle,06,Tuesday,7,9.91497476306217,28
2012-07-10,31.311812503472222,PC,05,Tuesday,7,18.16992040011574,28
2012-07-10,20.17604729976852,Router,06,Tuesday,7,9.91497476306217,28
2012-07-10,30.813502036666744,Fridge,04,Tuesday,7,38.274262557791,28
2012-07-10,4.507998988773148,Tablet,05,Tuesday,7,18.16992040011574,28
2012-07-10,24.72725706018438,Entertainment,04,Tuesday,7,38.274262557791,28
2012-07-10,22.962170903764335,Stereo and laptop,04,Tuesday,7,38.274262557791,28
2012-07-10,4.370957544907409,Coffee machine,05,Tuesday,7,18.16992040011574,28
2012-07-10,12.165866935185186,Fridge,06,Tuesday,7,9.91497476306217,28
2012-07-10,15.308367039004631,Entertainment,05,Tuesday,7,18.16992040011574,28
2012-07-10,54.08401196111111,Fridge,05,Tuesday,7,18.16992040011574,28
2012-07-11,4.311610957986111,Tablet,05,Wednesday,7,22.22080622440476,28
2012-07-11,11.90926306550926,Fridge,06,Wednesday,7,10.349442003720238,28
2012-07-11,5.081851797569446,Coffee machine,05,Wednesday,7,22.22080622440476,28
2012-07-11,5.953832106481482,Kettle,06,Wednesday,7,10.349442003720238,28
2012-07-11,197.62217068321542,Freezer,04,Wednesday,7,38.01256220853728,28
2012-07-11,1.0732518571146863,Tablet,04,Wednesday,7,38.01256220853728,28
2012-07-11,19.932859707687133,Entertainment,04,Wednesday,7,38.01256220853728,28
2012-07-11,49.87536224548611,Fridge,05,Wednesday,7,22.22080622440476,28
2012-07-11,15.11665660763889,Entertainment,06,Wednesday,7,10.349442003720238,28
2012-07-11,24.41843550763889,Microwave,05,Wednesday,7,22.22080622440476,28
2012-07-11,20.12017314236111,Router,06,Wednesday,7,10.349442003720238,28
2012-07-11,3.5285145306174535,Lamp,04,Wednesday,7,38.01256220853728,28
2012-07-11,29.70660403125,PC,05,Wednesday,7,22.22080622440476,28
2012-07-11,16.44001766087963,Laptop,06,Wednesday,7,10.349442003720238,28
2012-07-11,25.387047036306694,Stereo and laptop,04,Wednesday,7,38.01256220853728,28
2012-07-11,13.404732639515597,Microwave,04,Wednesday,7,38.01256220853728,28
2012-07-11,30.05134406863427,Entertainment,05,Wednesday,7,22.22080622440476,28
2012-07-11,12.731058690391956,Kitchen appliances,04,Wednesday,7,38.01256220853728,28
2012-07-11,12.100434962268519,Fountain,05,Wednesday,7,22.22080622440476,28
2012-07-11,2.906151443171296,Coffee machine,06,Wednesday,7,10.349442003720238,28
2012-07-11,0.0,Lamp,06,Wednesday,7,10.349442003720238,28
2012-07-11,30.420862523449323,Fridge,04,Wednesday,7,38.01256220853728,28
2012-07-12,5.4769939429398145,Microwave,05,Thursday,7,17.653376699867724,28
2012-07-12,13.837683888773148,Entertainment,05,Thursday,7,17.653376699867724,28
2012-07-12,43.57753580790291,Entertainment,04,Thursday,7,38.59170529173285,28
2012-07-12,12.076483829629627,Fountain,05,Thursday,7,17.653376699867724,28
2012-07-12,31.72403329976851,PC,05,Thursday,7,17.653376699867724,28
2012-07-12,26.071571235559496,Entertainment,06,Thursday,7,14.658130499141285,28
2012-07-12,16.3656961967989,Laptop,06,Thursday,7,14.658130499141285,28
2012-07-12,12.968149826315422,Microwave,04,Thursday,7,38.59170529173285,28
2012-07-12,3.829644513706434,Lamp,04,Thursday,7,38.59170529173285,28
2012-07-12,5.050555192592593,Coffee machine,05,Thursday,7,17.653376699867724,28
2012-07-12,20.976069382278535,Kettle,06,Thursday,7,14.658130499141285,28
2012-07-12,1.067623257108977,Tablet,04,Thursday,7,38.59170529173285,28
2012-07-12,11.325413689352079,Fridge,06,Thursday,7,14.658130499141285,28
2012-07-12,50.88141957777778,Fridge,05,Thursday,7,17.653376699867724,28
2012-07-12,29.162210082192093,Fridge,04,Thursday,7,38.59170529173285,28
2012-07-12,20.0727741592157,Router,06,Thursday,7,14.658130499141285,28
2012-07-12,14.787209983840782,Stereo and laptop,04,Thursday,7,38.59170529173285,28
2012-07-12,7.795388830784293,Coffee machine,06,Thursday,7,14.658130499141285,28
2012-07-12,8.253269849798878,Kitchen appliances,04,Thursday,7,38.59170529173285,28
2012-07-12,4.5264671675925925,Tablet,05,Thursday,7,17.653376699867724,28
2012-07-12,195.08799901299727,Freezer,04,Thursday,7,38.59170529173285,28
